date,username,product,sku,model,organization,repository,cost_center_name,quantity,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,total_monthly_quota,aic_quantity,aic_gross_amount
2026-05-13T09:02:00Z,brian.kernighan,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Data Science,9.0,0.04,0.36,0.072,0.288,1000,0,0
2026-05-13T20:43:00Z,brian.kernighan,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,docs-site,Data Science,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-05-13T14:24:00Z,brian.kernighan,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Data Science,28.0,0.04,1.12,0.0,1.12,1000,0,0
2026-05-13T17:53:00Z,brian.kernighan,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,docs-site,Engineering,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-05-13T08:09:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Engineering,7.0,0.04,0.28,0.0,0.28,1000,0,0
2026-05-13T11:45:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Mobile,28.0,0.04,1.12,0.0,1.12,1000,0,0
2026-05-13T17:36:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Mobile,21.0,0.04,0.84,0.168,0.672,1000,0,0
2026-05-13T11:20:00Z,james.gosling,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Data Science,21.0,0.04,0.84,0.084,0.756,1000,0,0
2026-05-13T10:25:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,infra-terraform,Mobile,8.91,0.04,0.3564,0.0,0.3564,1000,0,0
2026-05-13T20:37:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,web-frontend,Data Science,160.0,0.04,6.4,0.0,6.4,1000,0,0
2026-05-13T20:07:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,billing-service,Mobile,2.97,0.04,0.1188,0.0238,0.095,1000,0,0
2026-05-13T07:33:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,mobile-app,Data Science,6.6,0.04,0.264,0.0,0.264,1000,0,0
2026-05-13T15:54:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,web-frontend,Data Science,90.0,0.04,3.6,0.0,3.6,1000,0,0
2026-05-13T15:34:00Z,james.gosling,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Platform,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-05-13T07:27:00Z,john.carmack,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Data Science,6.0,0.04,0.24,0.0,0.24,1000,0,0
2026-05-13T18:40:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Data Science,27.0,0.04,1.08,0.0,1.08,1000,0,0
2026-05-13T18:40:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,web-frontend,Platform,4.0,0.04,0.16,0.016,0.144,1000,0,0
2026-05-13T20:21:00Z,john.carmack,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Engineering,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-05-13T19:42:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,platform-api,Engineering,260.0,0.04,10.4,0.0,10.4,1000,0,0
2026-05-13T08:05:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Mobile,7.0,0.04,0.28,0.056,0.224,1000,0,0
2026-05-13T19:57:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,ml-models,Engineering,1.65,0.04,0.066,0.0066,0.0594,1000,0,0
2026-05-13T13:43:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Platform,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-05-13T08:34:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,mobile-app,Mobile,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-05-13T09:11:00Z,barbara.liskov,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,infra-terraform,Engineering,18.0,0.04,0.72,0.0,0.72,1000,0,0
2026-05-13T13:29:00Z,grace.hopper,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Engineering,3.0,0.04,0.12,0.024,0.096,1000,0,0
2026-05-13T10:24:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Platform,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-05-13T11:33:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Mobile,25.0,0.04,1.0,0.2,0.8,1000,0,0
2026-05-13T13:09:00Z,grace.hopper,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,infra-terraform,Data Science,5.0,0.04,0.2,0.0,0.2,1000,0,0
2026-05-13T12:19:00Z,grace.hopper,Copilot,Copilot Premium Request,Code Review,acme-corp,mobile-app,Mobile,13.0,0.04,0.52,0.0,0.52,1000,0,0
2026-05-13T17:30:00Z,grace.hopper,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Mobile,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-05-13T20:39:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Platform,15.0,0.04,0.6,0.12,0.48,1000,0,0
2026-05-13T19:40:00Z,grace.hopper,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,mobile-app,Data Science,20.0,0.04,0.8,0.16,0.64,1000,0,0
2026-05-13T08:55:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Platform,27.0,0.04,1.08,0.0,1.08,1000,0,0
2026-05-13T15:47:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,platform-api,Platform,50.0,0.04,2.0,0.4,1.6,1000,0,0
2026-05-13T15:30:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,billing-service,Data Science,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-05-13T15:41:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Mobile,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-05-13T09:44:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Platform,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-05-13T17:42:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Mobile,18.0,0.04,0.72,0.144,0.576,1000,0,0
2026-05-13T13:48:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Platform,2.0,0.04,0.08,0.0,0.08,1000,0,0
2026-05-13T13:13:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Platform,29.0,0.04,1.16,0.232,0.928,1000,0,0
2026-05-13T14:55:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Code Review,acme-corp,platform-api,Mobile,10.0,0.04,0.4,0.0,0.4,1000,0,0
2026-05-13T09:22:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Platform,22.0,0.04,0.88,0.088,0.792,1000,0,0
2026-05-13T13:50:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,data-pipeline,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-13T10:55:00Z,linus.torvalds,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Engineering,7.0,0.04,0.28,0.0,0.28,1000,0,0
2026-05-13T19:17:00Z,linus.torvalds,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Engineering,11.0,0.04,0.44,0.044,0.396,1000,0,0
2026-05-13T12:15:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,mobile-app,Platform,250.0,0.04,10.0,0.0,10.0,1000,0,0
2026-05-13T16:53:00Z,linus.torvalds,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Platform,6.0,0.04,0.24,0.024,0.216,1000,0,0
2026-05-13T20:18:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Data Science,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-05-13T10:53:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,infra-terraform,Platform,2.64,0.04,0.1056,0.0,0.1056,1000,0,0
2026-05-13T18:14:00Z,linus.torvalds,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,mobile-app,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-13T14:33:00Z,linus.torvalds,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Engineering,24.0,0.04,0.96,0.192,0.768,1000,0,0
2026-05-13T16:05:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,data-pipeline,Mobile,8.0,0.04,0.32,0.0,0.32,1000,0,0
2026-05-13T10:02:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Engineering,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-05-13T19:32:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,billing-service,Platform,4.0,0.04,0.16,0.032,0.128,1000,0,0
2026-05-14T15:08:00Z,alan.turing,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Data Science,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-05-14T17:44:00Z,alan.turing,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,billing-service,Platform,12.0,0.04,0.48,0.048,0.432,1000,0,0
2026-05-14T08:46:00Z,alan.turing,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,docs-site,Engineering,28.0,0.04,1.12,0.224,0.896,1000,0,0
2026-05-14T13:23:00Z,alan.turing,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,ml-models,Data Science,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-14T19:07:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Engineering,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-05-14T13:33:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,billing-service,Platform,9.0,0.04,0.36,0.0,0.36,1000,0,0
2026-05-14T19:26:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,data-pipeline,Data Science,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-14T15:09:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,web-frontend,Data Science,6.93,0.04,0.2772,0.0554,0.2218,1000,0,0
2026-05-14T13:04:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,web-frontend,Platform,12.0,0.04,0.48,0.0,0.48,1000,0,0
2026-05-14T09:33:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,docs-site,Engineering,7.92,0.04,0.3168,0.0,0.3168,1000,0,0
2026-05-14T19:50:00Z,donald.knuth,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,ml-models,Data Science,220.0,0.04,8.8,0.0,8.8,1000,0,0
2026-05-14T13:50:00Z,donald.knuth,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Engineering,14.0,0.04,0.56,0.056,0.504,1000,0,0
2026-05-14T07:12:00Z,dennis.ritchie,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Data Science,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-05-14T08:52:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Mobile,14.0,0.04,0.56,0.112,0.448,1000,0,0
2026-05-14T12:47:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Engineering,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-05-14T11:57:00Z,dennis.ritchie,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,ml-models,Platform,8.58,0.04,0.3432,0.0,0.3432,1000,0,0
2026-05-14T09:27:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,web-frontend,Mobile,180.0,0.04,7.2,1.44,5.76,1000,0,0
2026-05-14T19:35:00Z,james.gosling,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,mobile-app,Data Science,17.0,0.04,0.68,0.068,0.612,1000,0,0
2026-05-14T11:47:00Z,james.gosling,Copilot,Copilot Premium Request,Code Review,acme-corp,platform-api,Engineering,28.0,0.04,1.12,0.0,1.12,1000,0,0
2026-05-14T19:33:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Data Science,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-05-14T20:42:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Mobile,9.0,0.04,0.36,0.036,0.324,1000,0,0
2026-05-14T16:46:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Engineering,9.0,0.04,0.36,0.0,0.36,1000,0,0
2026-05-14T18:44:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,platform-api,Engineering,13.0,0.04,0.52,0.052,0.468,1000,0,0
2026-05-14T18:04:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Platform,20.0,0.04,0.8,0.16,0.64,1000,0,0
2026-05-14T11:37:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,mobile-app,Mobile,2.0,0.04,0.08,0.008,0.072,1000,0,0
2026-05-14T20:49:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,infra-terraform,Mobile,200.0,0.04,8.0,0.8,7.2,1000,0,0
2026-05-14T09:34:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Mobile,18.0,0.04,0.72,0.0,0.72,1000,0,0
2026-05-14T09:21:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,web-frontend,Platform,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-05-14T16:39:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Data Science,18.0,0.04,0.72,0.0,0.72,1000,0,0
2026-05-14T20:49:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,data-pipeline,Platform,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-14T13:36:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,platform-api,Mobile,260.0,0.04,10.4,1.04,9.36,1000,0,0
2026-05-14T14:09:00Z,ada.lovelace,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,docs-site,Engineering,2.0,0.04,0.08,0.016,0.064,1000,0,0
2026-05-14T17:28:00Z,ada.lovelace,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,mobile-app,Data Science,15.0,0.04,0.6,0.0,0.6,1000,0,0
2026-05-14T15:38:00Z,ada.lovelace,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Platform,25.0,0.04,1.0,0.0,1.0,1000,0,0
2026-05-14T09:42:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,platform-api,Platform,30.0,0.04,1.2,0.24,0.96,1000,0,0
2026-05-14T13:56:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Opus 4.1,acme-corp,web-frontend,Data Science,300.0,0.04,12.0,0.0,12.0,1000,0,0
2026-05-14T13:21:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Haiku 3.5,acme-corp,platform-api,Data Science,6.6,0.04,0.264,0.0528,0.2112,1000,0,0
2026-05-14T15:43:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,mobile-app,Mobile,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-05-14T13:36:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,docs-site,Platform,4.0,0.04,0.16,0.032,0.128,1000,0,0
2026-05-14T07:35:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Mobile,4.0,0.04,0.16,0.0,0.16,1000,0,0
2026-05-14T19:12:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Platform,28.0,0.04,1.12,0.0,1.12,1000,0,0
2026-05-14T11:53:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Code Review,acme-corp,data-pipeline,Platform,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-05-14T19:49:00Z,brian.kernighan,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,infra-terraform,Platform,9.0,0.04,0.36,0.072,0.288,1000,0,0
2026-05-14T20:10:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,billing-service,Data Science,3.0,0.04,0.12,0.0,0.12,1000,0,0
2026-05-14T13:38:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Mobile,23.0,0.04,0.92,0.184,0.736,1000,0,0
2026-05-14T20:48:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Data Science,3.0,0.04,0.12,0.0,0.12,1000,0,0
2026-05-14T20:39:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Engineering,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-05-14T15:03:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Engineering,4.0,0.04,0.16,0.016,0.144,1000,0,0
2026-05-14T20:47:00Z,brian.kernighan,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Engineering,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-05-14T20:40:00Z,brian.kernighan,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,data-pipeline,Mobile,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-05-14T07:46:00Z,brian.kernighan,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Data Science,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-05-14T14:28:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Mobile,30.0,0.04,1.2,0.12,1.08,1000,0,0
2026-05-14T09:46:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Mobile,24.0,0.04,0.96,0.096,0.864,1000,0,0
2026-05-14T12:01:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Mobile,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-05-14T13:59:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Data Science,28.0,0.04,1.12,0.112,1.008,1000,0,0
2026-05-14T19:49:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,infra-terraform,Engineering,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-05-14T11:04:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Data Science,18.0,0.04,0.72,0.144,0.576,1000,0,0
2026-05-14T09:59:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,ml-models,Platform,9.0,0.04,0.36,0.0,0.36,1000,0,0
2026-05-14T14:34:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Mobile,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-05-14T17:06:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Data Science,29.0,0.04,1.16,0.0,1.16,1000,0,0
2026-05-14T19:27:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,data-pipeline,Platform,5.0,0.04,0.2,0.0,0.2,1000,0,0
2026-05-14T16:22:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Engineering,17.0,0.04,0.68,0.136,0.544,1000,0,0
2026-05-14T17:34:00Z,john.carmack,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,infra-terraform,Platform,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-05-14T20:37:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Engineering,25.0,0.04,1.0,0.0,1.0,1000,0,0
2026-05-14T15:02:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,web-frontend,Mobile,14.0,0.04,0.56,0.0,0.56,1000,0,0
2026-05-14T14:13:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,infra-terraform,Engineering,3.0,0.04,0.12,0.0,0.12,1000,0,0
2026-05-14T09:57:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Mobile,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-05-14T08:00:00Z,margaret.hamilton,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,mobile-app,Engineering,7.0,0.04,0.28,0.0,0.28,1000,0,0
2026-05-14T15:52:00Z,margaret.hamilton,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,mobile-app,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-14T13:10:00Z,margaret.hamilton,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,ml-models,Mobile,10.0,0.04,0.4,0.08,0.32,1000,0,0
2026-05-15T14:50:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,docs-site,Mobile,16.0,0.04,0.64,0.0,0.64,1000,0,0
2026-05-15T14:44:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,platform-api,Mobile,5.0,0.04,0.2,0.02,0.18,1000,0,0
2026-05-15T13:33:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,mobile-app,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-15T15:09:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,web-frontend,Data Science,2.0,0.04,0.08,0.008,0.072,1000,0,0
2026-05-15T12:43:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,mobile-app,Engineering,22.0,0.04,0.88,0.0,0.88,1000,0,0
2026-05-15T07:49:00Z,bjarne.stroustrup,Copilot,Copilot Premium Request,Code Review,acme-corp,ml-models,Mobile,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-05-15T09:46:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Data Science,14.0,0.04,0.56,0.112,0.448,1000,0,0
2026-05-15T12:36:00Z,guido.van-rossum,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Mobile,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-05-15T16:34:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,infra-terraform,Data Science,3.0,0.04,0.12,0.024,0.096,1000,0,0
2026-05-15T11:50:00Z,guido.van-rossum,Copilot,Copilot Premium Request,GPT-5-Codex,acme-corp,platform-api,Data Science,21.0,0.04,0.84,0.168,0.672,1000,0,0
2026-05-15T19:02:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,data-pipeline,Mobile,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-15T15:18:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Code Review,acme-corp,mobile-app,Platform,21.0,0.04,0.84,0.0,0.84,1000,0,0
2026-05-15T15:35:00Z,tim.berners-lee,Copilot,Copilot Premium Request,GPT-5 mini,acme-corp,web-frontend,Engineering,0.0,0.04,0.0,0.0,0.0,1000,0,0
2026-05-15T15:29:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,platform-api,Mobile,16.0,0.04,0.64,0.128,0.512,1000,0,0
2026-05-15T15:25:00Z,tim.berners-lee,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Mobile,7.0,0.04,0.28,0.0,0.28,1000,0,0
2026-05-15T07:59:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,billing-service,Platform,26.0,0.04,1.04,0.0,1.04,1000,0,0
2026-05-15T08:46:00Z,barbara.liskov,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,billing-service,Mobile,4.0,0.04,0.16,0.032,0.128,1000,0,0
2026-05-15T15:09:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,docs-site,Mobile,17.0,0.04,0.68,0.068,0.612,1000,0,0
2026-05-15T12:33:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,data-pipeline,Mobile,6.0,0.04,0.24,0.0,0.24,1000,0,0
2026-05-15T12:43:00Z,barbara.liskov,Copilot,Copilot Premium Request,Code Review,acme-corp,platform-api,Mobile,3.0,0.04,0.12,0.024,0.096,1000,0,0
2026-05-15T12:03:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 3.7,acme-corp,infra-terraform,Engineering,23.0,0.04,0.92,0.0,0.92,1000,0,0
2026-05-15T19:24:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,docs-site,Platform,29.0,0.04,1.16,0.0,1.16,1000,0,0
2026-05-15T07:43:00Z,barbara.liskov,Copilot,Copilot Premium Request,GPT-4.1,acme-corp,web-frontend,Data Science,20.0,0.04,0.8,0.0,0.8,1000,0,0
2026-05-15T19:47:00Z,barbara.liskov,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,ml-models,Platform,19.0,0.04,0.76,0.0,0.76,1000,0,0
2026-05-15T13:29:00Z,barbara.liskov,Copilot,Copilot Premium Request,Claude Sonnet 4,acme-corp,docs-site,Data Science,7.0,0.04,0.28,0.056,0.224,1000,0,0
2026-05-15T11:11:00Z,linus.torvalds,Copilot,Copilot Premium Request,Auto: Claude Sonnet 4,acme-corp,data-pipeline,Data Science,28.0,0.04,1.12,0.224,0.896,1000,0,0
